,Local,Magnitude,Tipo,Significancia,Profundidade,Latitude,Longitude,Timestamp,Year
14147,"39km WSW of Ludlow, CA",2.12,Terremoto,69,7.41,34.6253333,-116.5716667,2022-04-10 08:21:03.590,2022
14148,"near the coast of Oaxaca, Mexico",4.0,Terremoto,246,10.0,15.3607,-96.9082,2022-04-10 08:27:34.250,2022
14149,"87 km ESE of Namie, Japan",4.7,Terremoto,341,29.94,37.3102,141.9595,2022-04-10 08:30:23.879,2022
14150,"35 km NNW of Toyah, Texas",2.2,Terremoto,74,7.185595703,31.59061331,-103.9816285,2022-04-10 08:53:14.212,2022
14151,southern East Pacific Rise,4.6,Terremoto,326,10.0,-24.2908,-115.9807,2022-04-10 09:02:05.055,2022
14152,Alaska Peninsula,2.4,Terremoto,89,26.3,55.0098,-157.4337,2022-04-10 09:19:42.840,2022
14153,"79 km NE of Hasaki, Japan",5.0,Terremoto,388,26.45,36.1963,141.499,2022-04-10 09:43:15.488,2022
14154,"46 km SSW of San Francisco Cozoaltepec, Mexico",4.2,Terremoto,271,10.0,15.4097,-96.8306,2022-04-10 09:46:06.754,2022
14155,"36 km NNW of Toyah, Texas",2.2,Terremoto,74,7.699755859,31.60629768,-103.9634099,2022-04-10 09:54:37.492,2022
14156,"4 km E of P?hala, Hawaii",2.20000005,Terremoto,74,35.1699981689453,19.1965007781982,-155.4375,2022-04-10 09:55:22.030,2022
14157,"188 km NW of Sabang, Indonesia",4.5,Terremoto,312,10.0,7.256,94.3033,2022-04-10 10:20:16.659,2022
14158,"194 km SE of Hihifo, Tonga",4.7,Terremoto,340,10.0,-17.1136,-172.4302,2022-04-10 10:28:40.507,2022
14159,"57 km SSW of Sola, Vanuatu",4.4,Terremoto,298,173.23,-14.3472,167.3212,2022-04-10 10:39:27.236,2022
14160,"180 km NNW of Sabang, Indonesia",5.1,Terremoto,400,10.0,7.2942,94.4884,2022-04-10 10:43:25.439,2022
14161,"7km SSW of Holtville, CA",2.0,Terremoto,62,11.88,32.7555,-115.4133333,2022-04-10 10:50:06.460,2022
14162,"45 km E of Adak, Alaska",2.3,Terremoto,81,79.1,51.9085,-175.9825,2022-04-10 11:02:24.104,2022
14163,"3 km ESE of Tanana, Alaska",2.8,Terremoto,121,13.0,65.1619,-152.0089,2022-04-10 11:12:21.550,2022
14164,western Indian-Antarctic Ridge,5.1,Terremoto,400,10.0,-48.8397,123.8134,2022-04-10 11:16:04.573,2022
14165,"183 km NW of Sabang, Indonesia",4.4,Terremoto,298,10.0,7.1064,94.1818,2022-04-10 11:28:42.542,2022
14166,,4.8,Terremoto,354,10.0,-48.8635,123.7541,2022-04-10 11:34:03.924,2022
14167,"Rat Islands, Aleutian Islands, Alaska",3.1,Terremoto,148,35.0,51.3039,177.1698,2022-04-10 11:34:42.978,2022
14168,"26 km E of Honaunau-Napoopoo, Hawaii",2.15,Terremoto,71,-1.19,19.4513333333333,-155.608333333333,2022-04-10 11:46:19.070,2022
14169,"4 km NE of San Francisco la Unión, Guatemala",4.4,Terremoto,298,169.01,14.9456,-91.5109,2022-04-10 12:00:46.704,2022
14170,"9km ENE of Morgan Hill, CA",2.41,Terremoto,91,-0.37,37.1603333,-121.5586667,2022-04-10 12:12:50.080,2022
14171,"63 km N of San Antonio, Puerto Rico",3.61,Terremoto,201,9.0,19.0681,-67.1443,2022-04-10 12:17:54.530,2022
14172,"54 km NW of Toyah, Texas",2.1,Terremoto,68,7.802587891,31.60690722,-104.2528195,2022-04-10 12:38:56.268,2022
14173,"74 km NE of Punta Cana, Dominican Republic",3.36,Terremoto,174,84.97,19.0755,-67.9188333333333,2022-04-10 12:41:58.820,2022
14174,"146 km SE of Perryville, Alaska",2.5,Terremoto,96,43.8,54.9694,-157.5313,2022-04-10 12:49:27.586,2022
14175,"16km WSW of Petrolia, CA",2.6,Terremoto,104,19.8,40.286,-124.4603333,2022-04-10 13:03:15.120,2022
14176,"22 km N of Fox River, Alaska",2.9,Terremoto,129,59.9,60.0626,-150.997,2022-04-10 13:21:09.314,2022
14177,"3 km ESE of Maria Antonia, Puerto Rico",2.07,Terremoto,66,12.0,17.9618333333333,-66.8566666666667,2022-04-10 13:24:15.780,2022
14178,"2 km SSW of P?hala, Hawaii",2.04999995,Terremoto,65,34.9900016784668,19.1846675872803,-155.484329223633,2022-04-10 13:26:46.890,2022
14179,"19 km SE of Toro, Peru",3.9,Terremoto,234,10.0,-15.3694,-72.781,2022-04-10 13:33:05.197,2022
14180,"186 km NNW of Sabang, Indonesia",5.2,Terremoto,416,8.33,7.3212,94.4315,2022-04-10 13:34:28.143,2022
14181,"15km NW of Progreso, B.C., MX",2.33,Terremoto,84,11.06,32.6845,-115.6868333,2022-04-10 13:54:42.240,2022
14182,"49 km SSW of Covenant Life, Alaska",2.1,Terremoto,68,0.4,59.0433,-136.5017,2022-04-10 13:55:23.049,2022
14183,"104 km SSW of False Pass, Alaska",2.1,Terremoto,68,25.6,53.9954,-164.0636,2022-04-10 14:16:44.416,2022
14184,"188 km NNW of Sabang, Indonesia",5.1,Terremoto,400,10.0,7.3744,94.48,2022-04-10 14:17:30.805,2022
14185,"237 km S of Kokopo, Papua New Guinea",4.9,Terremoto,369,10.0,-6.4638,152.6158,2022-04-10 15:00:23.143,2022
14186,"60 km SSE of Boca de Yuma, Dominican Republic",3.32,Terremoto,170,50.33,17.909,-68.3188333333333,2022-04-10 15:06:45.550,2022
14187,"43 km NNE of Whittier, Alaska",2.0,Terremoto,62,9.7,61.1094,-148.2709,2022-04-10 15:09:41.405,2022
14188,"Rat Islands, Aleutian Islands, Alaska",2.0,Terremoto,62,24.9,51.1804,179.0984,2022-04-10 15:09:57.894,2022
14189,"73 km N of Chickaloon, Alaska",2.7,Terremoto,112,39.0,62.4545,-148.2749,2022-04-10 15:33:11.926,2022
14190,"23 km NNE of Sincik, Turkey",4.0,Terremoto,246,10.0,38.2131,38.7501,2022-04-10 15:49:44.930,2022
14191,"41km WSW of Guadalupe, CA",2.93,Terremoto,132,13.0,34.7971667,-120.9676667,2022-04-10 15:49:51.190,2022
14192,South Sandwich Islands region,4.6,Terremoto,326,35.0,-58.7582,-25.1333,2022-04-10 15:52:05.087,2022
14193,"64 km SE of Hengchun, Taiwan",4.3,Terremoto,284,10.0,21.6258,121.2234,2022-04-10 16:21:41.568,2022
14194,"48 km NNW of Koyukuk, Alaska",2.0,Terremoto,62,6.9,65.2473,-158.2621,2022-04-10 16:24:17.610,2022
14195,"47 km NW of Koyukuk, Alaska",2.0,Terremoto,62,13.4,65.2275,-158.2991,2022-04-10 16:24:22.788,2022
14196,"62 km SE of Adak, Alaska",2.0,Terremoto,62,22.1,51.4221,-176.1074,2022-04-10 16:28:36.616,2022
14197,"5 km WSW of Volcano, Hawaii",2.0,Terremoto,62,-0.37,19.4191666666667,-155.278166666667,2022-04-10 16:57:44.370,2022
14198,"6km SE of Tres Pinos, CA",2.57,Terremoto,102,10.91,36.7566667,-121.2625,2022-04-10 17:02:58.610,2022
14199,"1 km S of Magas Arriba, Puerto Rico",2.12,Terremoto,69,13.84,18.0041666666667,-66.7678333333333,2022-04-10 17:26:50.110,2022
14200,"23 km NNW of Volcano, Hawaii",2.54,Terremoto,99,11.21,19.637,-155.335166666667,2022-04-10 17:42:02.360,2022
14201,"5 km S of P?hala, Hawaii",2.25,Terremoto,78,31.0699996948242,19.1533336639404,-155.485992431641,2022-04-10 17:47:03.090,2022
14202,Mariana Islands region,4.7,Terremoto,340,234.7,21.5871,143.6909,2022-04-10 18:10:23.468,2022
14203,"12 km ESE of La Malbaie, Canada",2.1,Terremoto,68,13.4,47.6164,-69.9912,2022-04-10 18:16:01.664,2022
14204,"10 km SSE of Indios, Puerto Rico",2.33,Terremoto,84,5.4,17.9135,-66.7736666666667,2022-04-10 18:22:20.550,2022
14205,"3 km SSW of P?hala, Hawaii",2.21000004,Terremoto,75,36.7000007629395,19.175500869751,-155.488494873047,2022-04-10 18:33:42.150,2022
14206,"1 km WNW of Indios, Puerto Rico",2.48,Terremoto,95,14.09,18.003,-66.8351666666667,2022-04-10 18:44:18.010,2022
14207,South Sandwich Islands region,4.7,Terremoto,340,10.0,-55.8026,-30.1487,2022-04-10 19:05:41.740,2022
14208,"3 km S of Guánica, Puerto Rico",2.57,Terremoto,102,13.66,17.9443333333333,-66.9101666666667,2022-04-10 19:36:09.810,2022
14209,"16 km SSE of Waynoka, Oklahoma",2.16,Terremoto,72,7.45,36.44666667,-98.79216667,2022-04-10 20:02:39.280,2022
14210,"Off the coast of Aisen, Chile",4.5,Terremoto,312,10.0,-44.3154,-78.4195,2022-04-10 20:03:02.707,2022
14211,"7km SSW of Holtville, CA",2.14,Terremoto,70,10.67,32.7581667,-115.4155,2022-04-10 20:09:36.400,2022
14212,"61 km WNW of Nanwalek, Alaska",2.1,Terremoto,68,99.2,59.5292,-152.9517,2022-04-10 20:36:21.949,2022
14213,"17 km N of P?hala, Hawaii",2.41,Terremoto,89,7.03,19.363,-155.4775,2022-04-10 20:39:04.240,2022
14214,"55 km SSW of Cantwell, Alaska",2.2,Terremoto,74,68.1,62.9211,-149.3046,2022-04-10 20:42:29.934,2022
14215,"68 km NW of Insrom, Indonesia",4.5,Terremoto,312,10.0,-0.6736,135.6272,2022-04-10 20:42:34.267,2022
14216,"28 km W of Denali Park, Alaska",2.1,Terremoto,68,121.7,63.7464,-149.499,2022-04-10 20:54:01.303,2022
14217,"65 km WNW of Tobelo, Indonesia",4.8,Terremoto,354,122.15,1.8634,127.4362,2022-04-10 20:56:48.970,2022
14218,"62 km NE of King Cove, Alaska",2.3,Terremoto,81,124.0,55.4886,-161.6932,2022-04-10 21:01:14.887,2022
14219,"23 km NNE of Tierras Nuevas Poniente, Puerto Rico",2.8,Terremoto,121,64.94,18.662,-66.425,2022-04-10 21:36:03.050,2022
14220,"206 km S of Chenega, Alaska",2.1,Terremoto,68,11.6,58.247,-148.6646,2022-04-10 22:01:09.702,2022
14221,"106 km E of Iquique, Chile",4.0,Terremoto,246,113.88,-20.1212,-69.132,2022-04-10 22:10:55.106,2022
14222,"111 km SSW of Uyuni, Bolivia",4.1,Terremoto,259,209.15,-21.3612,-67.3036,2022-04-10 22:13:42.059,2022
14223,"112 km SSE of Ugashik, Alaska",4.6,Terremoto,326,49.7,56.6497,-156.4305,2022-04-10 22:29:29.218,2022
14224,"77 km SSE of King Cove, Alaska",2.0,Terremoto,62,18.0,54.4804,-161.6491,2022-04-10 22:57:01.464,2022
14225,"1 km SE of Bayamón, Puerto Rico",3.56,Terremoto,197,112.0,18.3901,-66.1493,2022-04-10 23:03:00.360,2022
14226,"12 km WNW of Antakotako, Madagascar",4.4,Terremoto,298,10.0,-15.2759,49.6958,2022-04-10 23:16:24.168,2022
14227,"85 km SSW of Sand Point, Alaska",2.1,Terremoto,68,12.7,54.6025,-160.8972,2022-04-10 23:29:01.770,2022
14228,"6 km ENE of La Parguera, Puerto Rico",2.09,Terremoto,67,9.76,17.9865,-66.9911666666667,2022-04-10 23:31:15.920,2022
14229,northern Mid-Atlantic Ridge,5.3,Terremoto,432,10.0,31.0381,-41.3908,2022-04-10 23:41:21.654,2022
14230,,3.1,Terremoto,148,22.64,51.2783,178.8473,2022-04-11 00:07:32.107,2022
14231,"103 km ESE of Nikolski, Alaska",2.1,Terremoto,68,20.1,52.7287,-167.3666,2022-04-11 00:20:35.536,2022
14232,"Kermadec Islands, New Zealand",4.8,Terremoto,354,10.0,-29.8705,-177.1633,2022-04-11 00:43:40.494,2022
14233,"5 km E of P?hala, Hawaii",2.39,Terremoto,88,33.9799995422363,19.1938323974609,-155.426498413086,2022-04-11 00:47:05.230,2022
14234,"2 km WNW of Guayanilla, Puerto Rico",2.4,Terremoto,89,16.85,18.0238333333333,-66.8165,2022-04-11 00:48:14.230,2022
14235,"10 km SSE of La Parguera, Puerto Rico",2.27,Terremoto,79,20.4,17.8918333333333,-67.0091666666667,2022-04-11 01:00:25.900,2022
14236,"3 km ENE of Tallaboa, Puerto Rico",2.0,Terremoto,62,6.83,18.0075,-66.6818333333333,2022-04-11 01:03:58.350,2022
14237,South Sandwich Islands region,4.9,Terremoto,369,66.0,-58.0554,-25.5114,2022-04-11 01:22:21.481,2022
14238,"2 km N of Tallaboa, Puerto Rico",2.54,Terremoto,99,12.78,18.0216666666667,-66.719,2022-04-11 01:22:41.980,2022
14239,"16 km WSW of Ashk?sham, Afghanistan",4.3,Terremoto,284,98.32,36.6348,71.3624,2022-04-11 01:29:34.599,2022
14240,"28 km SSW of Dranda, Georgia",4.4,Terremoto,298,10.0,42.6299,41.0325,2022-04-11 01:34:32.306,2022
14241,"7 km WSW of Fuig, Puerto Rico",2.26,Terremoto,79,13.66,17.9601666666667,-66.9758333333333,2022-04-11 01:40:09.040,2022
14242,"22 km SW of Doaba, Pakistan",4.8,Terremoto,355,41.19,33.2832,70.5607,2022-04-11 01:41:41.895,2022
14243,"153 km NNE of Calama, Chile",4.6,Terremoto,326,127.86,-21.1104,-68.5739,2022-04-11 01:46:28.028,2022
14244,"83 km SSE of Akutan, Alaska",2.8,Terremoto,121,35.0,53.471,-165.194,2022-04-11 01:56:12.827,2022
14245,"32 km NW of Port-Vila, Vanuatu",4.0,Terremoto,246,10.0,-17.5122,168.1214,2022-04-11 01:57:21.634,2022
14246,"1 km SE of Yauco, Puerto Rico",2.44,Terremoto,92,16.51,18.0263333333333,-66.8413333333333,2022-04-11 02:04:14.090,2022
14247,"4 km SE of P?hala, Hawaii",2.20000005,Terremoto,74,33.75,19.1771659851074,-155.449661254883,2022-04-11 02:04:54.010,2022
14248,"3 km ENE of Magas Arriba, Puerto Rico",2.59,Terremoto,103,11.96,18.0308333333333,-66.741,2022-04-11 02:17:42.670,2022
14249,"15 km SSE of Sunnyside, Utah",2.69,Terremoto,113,-3.31,39.4235,-110.307,2022-04-11 02:20:03.670,2022
14250,"110 km ESE of Akutan, Alaska",3.1,Terremoto,148,33.1,53.8461,-164.168,2022-04-11 02:48:52.427,2022
14251,"1 km WNW of Palomas, Puerto Rico",2.14,Terremoto,70,8.1,18.0215,-66.8883333333333,2022-04-11 02:49:06.330,2022
14252,"13 km NNE of Otra Banda, Dominican Republic",4.22,Terremoto,274,117.0,18.7661,-68.6315,2022-04-11 03:33:24.380,2022
14253,"92 km SSW of Unalaska, Alaska",2.8,Terremoto,121,31.26,53.0783,-166.9195,2022-04-11 03:57:29.020,2022
14254,"27 km SW of Sand Point, Alaska",2.0,Terremoto,62,60.4,55.1833,-160.8315,2022-04-11 03:58:36.394,2022
14255,"115 km WSW of Adak, Alaska",3.2,Terremoto,158,15.91,51.3792,-178.1041,2022-04-11 04:40:27.393,2022
14256,"Rat Islands, Aleutian Islands, Alaska",2.7,Terremoto,112,30.26,51.3553,177.3119,2022-04-11 05:06:30.240,2022
14257,"17 km NW of Old Harbor, Alaska",3.4,Terremoto,178,36.9,57.2907,-153.5456,2022-04-11 05:11:47.023,2022
14258,"15 km SSE of Indios, Puerto Rico",2.61,Terremoto,105,6.32,17.8546666666667,-66.783,2022-04-11 05:35:57.350,2022
14259,"8 km E of Nescatunga, Oklahoma",2.67,Terremoto,112,7.91,36.759,-98.06083333,2022-04-11 06:36:37.359,2022
14260,"8 km SSE of Maria Antonia, Puerto Rico",2.44,Terremoto,92,13.03,17.9076666666667,-66.8606666666667,2022-04-11 06:50:18.430,2022
14261,"65 km WSW of Kandrian, Papua New Guinea",4.5,Terremoto,312,58.35,-6.4851,149.0233,2022-04-11 06:53:02.587,2022
14262,"Rat Islands, Aleutian Islands, Alaska",2.7,Terremoto,112,163.19,51.9102,178.761,2022-04-11 06:56:15.066,2022
14263,"37 km ENE of Adak, Alaska",2.3,Terremoto,81,126.5,52.0307,-176.144,2022-04-11 07:01:55.469,2022
14264,"78 km WSW of Kandrian, Papua New Guinea",4.5,Terremoto,312,67.16,-6.3832,148.8586,2022-04-11 07:11:32.211,2022
14265,"99 km N of Charlotte Amalie, U.S. Virgin Islands",3.73,Terremoto,214,23.0,19.2343,-64.7908,2022-04-11 07:13:18.470,2022
14266,"19 km N of Skwentna, Alaska",2.8,Terremoto,121,80.6,62.1657,-151.4082,2022-04-11 07:25:31.950,2022
14267,"7 km E of P?hala, Hawaii",2.84,Terremoto,125,34.16,19.195,-155.407166666667,2022-04-11 07:41:11.470,2022
14268,"165 km SE of Hirara, Japan",4.3,Terremoto,284,10.0,23.6333,126.313,2022-04-11 07:53:58.018,2022
14269,"10 km SSE of Indios, Puerto Rico",2.43,Terremoto,91,6.99,17.907,-66.7875,2022-04-11 08:03:49.970,2022
14270,"14 km SSE of Guánica, Puerto Rico",2.47,Terremoto,94,8.78,17.8475,-66.8556666666667,2022-04-11 08:27:39.920,2022
14271,"38 km SSE of Atka, Alaska",2.7,Terremoto,112,10.0,51.8696,-174.0182,2022-04-11 08:38:31.718,2022
14272,"Volcano Islands, Japan region",4.2,Terremoto,271,10.0,22.3521,145.106,2022-04-11 08:45:59.229,2022
14273,"95 km SE of Sand Point, Alaska",2.3,Terremoto,81,25.8,54.6278,-159.6501,2022-04-11 08:58:18.087,2022
14274,"5 km WSW of Fuig, Puerto Rico",2.27,Terremoto,79,6.17,17.962,-66.9596666666667,2022-04-11 09:06:15.480,2022
14275,"144 km SE of Dawson City, Canada",2.1,Terremoto,68,14.8,63.0365,-137.6441,2022-04-11 09:23:45.123,2022
14276,"246 km W of Adak, Alaska",2.9,Terremoto,129,181.38,51.9877,179.7929,2022-04-11 09:37:57.785,2022
14277,"30 km E of Yuyapichis, Peru",4.4,Terremoto,298,58.41,-9.5775,-74.7002,2022-04-11 09:40:06.360,2022
14278,"39 km ENE of Port Alsworth, Alaska",2.0,Terremoto,62,194.5,60.2918,-153.6309,2022-04-11 09:53:40.183,2022
14279,"Volcano Islands, Japan region",4.3,Terremoto,284,97.6,22.4927,143.589,2022-04-11 09:54:18.936,2022
14280,"77 km W of Kandrian, Papua New Guinea",4.6,Terremoto,326,38.19,-6.3401,148.8605,2022-04-11 10:17:26.930,2022
14281,"93 km NE of Tadine, New Caledonia",4.7,Terremoto,340,10.0,-21.0071,168.572,2022-04-11 10:53:37.675,2022
14282,"102 km NNE of Hihifo, Tonga",4.7,Terremoto,340,10.0,-15.1031,-173.4094,2022-04-11 10:58:50.448,2022
14283,"24 km WSW of Sitka, Alaska",2.0,Terremoto,62,6.8,57.0093,-135.7278,2022-04-11 11:01:57.886,2022
14284,"41 km E of Cortes, Philippines",4.6,Terremoto,326,38.66,9.2862,126.5645,2022-04-11 11:15:48.251,2022
14285,"Volcano Islands, Japan region",4.3,Terremoto,284,35.0,22.3188,144.4379,2022-04-11 11:19:48.083,2022
14286,"102 km ESE of La Rivera, Mexico",4.3,Terremoto,285,10.0,23.2868,-108.6355,2022-04-11 11:37:41.520,2022
14287,"123 km SSE of Atka, Alaska",2.6,Terremoto,104,16.67,51.1079,-173.839,2022-04-11 11:39:35.567,2022
14288,"24 km SE of Point Possession, Alaska",2.6,Terremoto,104,39.8,60.7508,-150.4074,2022-04-11 11:45:32.194,2022
14289,Solomon Islands,4.9,Terremoto,369,38.76,-10.1173,160.5873,2022-04-11 12:15:41.162,2022
14290,"294 km SW of Adak, Alaska",3.5,Terremoto,188,10.0,50.2367,-179.9444,2022-04-11 12:26:13.878,2022
14291,"189 km SSW of Boyolangu, Indonesia",4.7,Terremoto,340,10.0,-9.7978,111.5511,2022-04-11 12:29:31.147,2022
14292,"74 km SE of Hengchun, Taiwan",4.3,Terremoto,284,2.67,21.6057,121.3193,2022-04-11 13:04:57.274,2022
14293,"49 km SSE of Punta Cana, Dominican Republic",3.51,Terremoto,190,88.0,18.2073,-68.1536,2022-04-11 13:19:21.510,2022
14294,"64 km S of Lowell Point, Alaska",2.0,Terremoto,62,3.1,59.4991,-149.2705,2022-04-11 13:46:17.513,2022
14295,"49 km SE of Hengchun, Taiwan",5.3,Terremoto,432,10.0,21.6724,121.0639,2022-04-11 13:47:29.477,2022
14296,"61 km SE of Hengchun, Taiwan",4.9,Terremoto,369,10.0,21.5799,121.1268,2022-04-11 13:49:11.787,2022
14297,"Unimak Island region, Alaska",3.1,Terremoto,148,26.66,53.9232,-164.0178,2022-04-11 13:50:40.056,2022
14298,"64 km SE of Hengchun, Taiwan",4.5,Terremoto,312,10.0,21.5869,121.1793,2022-04-11 13:52:30.517,2022
14299,"72 km SE of Hengchun, Taiwan",4.5,Terremoto,312,10.0,21.6007,121.3016,2022-04-11 13:54:13.483,2022
14300,"Bonin Islands, Japan region",4.4,Terremoto,298,102.56,27.1533,141.2762,2022-04-11 14:01:30.057,2022
14301,"51 km ESE of Yujing, Taiwan",4.4,Terremoto,298,14.83,22.9085,120.9027,2022-04-11 14:32:30.501,2022
14302,"152 km SSE of Alo, Wallis and Futuna",4.9,Terremoto,369,10.0,-15.6226,-177.685,2022-04-11 14:41:57.156,2022
14303,"52 km SE of Hengchun, Taiwan",4.7,Terremoto,340,10.0,21.609,121.0273,2022-04-11 14:43:09.099,2022
14304,"50 km E of Nelson Lagoon, Alaska",2.8,Terremoto,121,156.2,55.9512,-160.406,2022-04-11 14:44:46.903,2022
14305,"70 km SE of Hengchun, Taiwan",4.1,Terremoto,259,10.0,21.5827,121.2574,2022-04-11 14:47:00.556,2022
14306,"17 km WNW of Sitka, Alaska",2.0,Terremoto,62,6.5,57.1165,-135.5886,2022-04-11 14:56:57.647,2022
14307,"192 km S of Bambanglipuro, Indonesia",4.3,Terremoto,284,10.0,-9.6911,110.2204,2022-04-11 14:57:06.194,2022
14308,"78 km ESE of Egegik, Alaska",3.8,Terremoto,222,121.4,57.8968,-156.1882,2022-04-11 15:02:31.301,2022
14309,"205 km ENE of Levuka, Fiji",4.5,Terremoto,312,593.71,-17.6297,-178.797,2022-04-11 15:22:48.736,2022
14310,Southeastern Alaska,2.3,Terremoto,81,7.7,57.0887,-135.6422,2022-04-11 15:24:14.981,2022
14311,South Sandwich Islands region,4.4,Terremoto,298,10.0,-55.7094,-29.8716,2022-04-11 15:25:54.355,2022
14312,"20 km W of Sitka, Alaska",2.2,Terremoto,74,8.3,57.0683,-135.6599,2022-04-11 15:30:26.273,2022
14313,"63 km SE of Hengchun, Taiwan",4.4,Terremoto,298,10.0,21.5505,121.1155,2022-04-11 15:32:12.798,2022
14314,South Sandwich Islands region,4.7,Terremoto,340,117.27,-57.9212,-26.2242,2022-04-11 15:40:43.439,2022
14315,south of the Fiji Islands,4.5,Terremoto,312,500.78,-25.0355,-179.9373,2022-04-11 15:46:49.026,2022
14316,"18 km W of Sitka, Alaska",2.4,Terremoto,89,7.3,57.0821,-135.6355,2022-04-11 15:57:04.753,2022
14317,"8 km S of Volcano, Hawaii",2.44,Terremoto,92,28.28,19.3686666666667,-155.235666666667,2022-04-11 15:58:13.790,2022
14318,"4km WNW of The Geysers, CA",2.08,Terremoto,67,3.33,38.7958333,-122.795,2022-04-11 16:29:30.640,2022
14319,"183 km SE of Altai, Mongolia",4.2,Terremoto,271,10.0,45.4476,98.2207,2022-04-11 16:34:47.442,2022
14320,"10 km NW of Pawnee, Oklahoma",2.11,Terremoto,68,6.88,36.416,-96.87366667,2022-04-11 16:37:33.539,2022
14321,"20 km WNW of Sitka, Alaska",2.1,Terremoto,68,5.3,57.0959,-135.6617,2022-04-11 16:40:18.107,2022
14322,"24 km WNW of Owyhee, Nevada",2.3,Terremoto,81,2.7,42.0512,-116.3566,2022-04-11 16:54:17.342,2022
14323,"22 km W of Sitka, Alaska",2.3,Terremoto,81,3.5,57.0765,-135.7013,2022-04-11 17:16:58.066,2022
14324,"Volcano Islands, Japan region",4.6,Terremoto,326,10.0,25.4653,143.1759,2022-04-11 17:24:04.157,2022
14325,"112 km NNW of Zonguldak, Turkey",4.6,Terremoto,331,10.0,42.3247,31.1019,2022-04-11 17:38:42.313,2022
14326,"80 km NE of Adak, Alaska",2.8,Terremoto,121,160.66,52.3717,-175.7807,2022-04-11 17:41:23.987,2022
14327,"21 km W of Sitka, Alaska",2.0,Terremoto,62,8.5,57.0754,-135.6754,2022-04-11 17:56:41.767,2022
14328,"65 km NNW of Fry, Greece",4.1,Terremoto,259,90.61,35.9646,26.6515,2022-04-11 18:01:36.762,2022
14329,"8km S of Walker, CA",2.33,Terremoto,84,4.54,38.447,-119.4853333,2022-04-11 18:12:30.010,2022
14330,"18 km SSE of Ackerly, Texas",2.3,Terremoto,81,6.48050944,32.39044189,-101.6090654,2022-04-11 18:22:37.696,2022
14331,"109 km ESE of Akutan, Alaska",2.2,Terremoto,74,48.7,53.8664,-164.1659,2022-04-11 18:25:32.435,2022
14332,"51 km NW of Toyah, Texas",2.6,Terremoto,104,6.157275391,31.6154034,-104.2098439,2022-04-11 18:31:52.618,2022
14333,"52 km NW of Toyah, Texas",3.0,Terremoto,139,5.46315918,31.63127098,-104.2075331,2022-04-11 18:32:00.187,2022
14334,"70 km NW of San Antonio de los Cobres, Argentina",4.5,Terremoto,312,202.98,-23.7208,-66.7488,2022-04-11 18:32:59.039,2022
14335,east of the South Sandwich Islands,4.4,Terremoto,298,10.0,-59.1355,-17.5621,2022-04-11 18:50:39.332,2022
14336,"29 km SW of Lefkáda, Greece",4.4,Terremoto,298,10.0,38.6282,20.4871,2022-04-11 18:53:52.643,2022
14337,"285 km SSE of Alo, Wallis and Futuna",4.7,Terremoto,340,10.0,-16.7392,-177.2226,2022-04-11 19:01:54.188,2022
14338,"22 km W of Sitka, Alaska",2.7,Terremoto,112,6.6,57.0432,-135.7022,2022-04-11 19:04:15.443,2022
14339,"50 km SE of Hengchun, Taiwan",5.0,Terremoto,385,10.0,21.685,121.0944,2022-04-11 19:15:31.729,2022
14340,"290 km SSE of Alo, Wallis and Futuna",5.5,Terremoto,465,10.0,-16.7729,-177.1805,2022-04-11 19:15:36.239,2022
14341,"66 km SE of Hengchun, Taiwan",4.6,Terremoto,326,10.0,21.5508,121.1662,2022-04-11 19:23:05.042,2022
14342,"285 km SSE of Alo, Wallis and Futuna",4.5,Terremoto,312,10.0,-16.6973,-177.1083,2022-04-11 19:31:21.158,2022
14343,Fiji region,4.3,Terremoto,284,10.0,-16.9455,-177.0152,2022-04-11 19:32:57.088,2022
14344,"76 km SSE of Arica, Chile",4.5,Terremoto,312,56.79,-19.136,-70.0916,2022-04-11 19:44:53.412,2022
14345,"247 km E of Levuka, Fiji",4.0,Terremoto,246,550.0,-17.9281,-178.3544,2022-04-11 20:44:10.547,2022
14346,"127 km NE of Hihifo, Tonga",4.8,Terremoto,354,10.0,-15.2232,-172.876,2022-04-11 21:03:31.224,2022
14347,"10 km E of P?hala, Hawaii",2.25999999,Terremoto,79,31.8899993896484,19.200834274292,-155.383499145508,2022-04-11 21:10:20.990,2022
14348,south of the Fiji Islands,4.0,Terremoto,246,495.65,-26.0155,179.2782,2022-04-11 21:50:25.682,2022
14349,"14km ENE of Ridgecrest, CA",2.29,Terremoto,81,9.82,35.6601667,-117.532,2022-04-11 21:56:05.430,2022
14350,"141 km SSE of Unalaska, Alaska",4.0,Terremoto,246,10.0,52.7716,-165.4674,2022-04-11 22:03:25.456,2022
14351,"11 km NE of Lame Deer, Montana",3.1,mining explosion,148,0.0,45.6793,-106.5474,2022-04-11 22:04:29.103,2022
14352,"9 km N of Piedmont, Oklahoma",2.27,Terremoto,79,5.35,35.73083333,-97.76083333,2022-04-11 22:09:24.030,2022
14353,Reykjanes Ridge,4.6,Terremoto,326,10.0,52.8541,-32.081,2022-04-11 22:13:01.839,2022
14354,south of the Fiji Islands,5.1,Terremoto,400,129.0,-24.7829,-177.2615,2022-04-11 22:27:55.862,2022
14355,"293 km WNW of Haveluloto, Tonga",4.3,Terremoto,284,537.16,-20.447,-177.9355,2022-04-11 22:32:49.451,2022
